Date,Exercise,Set #,Reps,Weight,Duration
"Thursday, February 5, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, February 5, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, January 29, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, January 29, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, January 22, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, January 22, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, January 15, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, January 15, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, January 8, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, January 8, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, January 8, 2026",Thread the Needle - Upper Warm up,3,,,60s
"Thursday, January 8, 2026",Thread the Needle - Upper Warm up,4,,,60s
"Thursday, January 1, 2026",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, January 1, 2026",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, December 25, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, December 25, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, December 18, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, December 18, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, December 11, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, December 11, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, December 4, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, December 4, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, November 27, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, November 27, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, November 24, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, November 24, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, November 20, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, November 20, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, November 17, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, November 17, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, November 13, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, November 13, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, November 10, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, November 10, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, November 6, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, November 6, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, November 3, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, November 3, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, October 30, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, October 30, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, October 27, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, October 27, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, October 23, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, October 23, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, October 20, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, October 20, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, October 16, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, October 16, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, October 13, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, October 13, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Thursday, October 9, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Thursday, October 9, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Monday, October 6, 2025",Thread the Needle - Upper Warm up,1,,,60s
"Monday, October 6, 2025",Thread the Needle - Upper Warm up,2,,,60s
"Tuesday, April 21, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, April 21, 2026",Toe touches (heels elevated),2,8,,
"Tuesday, April 21, 2026",Toe touches (heels elevated),3,8,,
"Tuesday, April 21, 2026",Toe touches (heels elevated),4,8,,
"Monday, April 20, 2026",Toe touches (heels elevated),1,8,,
"Monday, April 20, 2026",Toe touches (heels elevated),2,8,,
"Friday, April 17, 2026",Toe touches (heels elevated),1,12,,
"Friday, April 17, 2026",Toe touches (heels elevated),2,12,,
"Tuesday, April 14, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, April 14, 2026",Toe touches (heels elevated),2,8,,
"Tuesday, April 14, 2026",Toe touches (heels elevated),3,8,,
"Tuesday, April 14, 2026",Toe touches (heels elevated),4,8,,
"Monday, April 13, 2026",Toe touches (heels elevated),1,8,,
"Monday, April 13, 2026",Toe touches (heels elevated),2,8,,
"Monday, April 6, 2026",Toe touches (heels elevated),1,12,,
"Monday, April 6, 2026",Toe touches (heels elevated),2,12,,
"Thursday, April 2, 2026",Toe touches (heels elevated),1,8,,
"Thursday, April 2, 2026",Toe touches (heels elevated),2,8,,
"Thursday, April 2, 2026",Toe touches (heels elevated),3,8,,
"Thursday, April 2, 2026",Toe touches (heels elevated),4,8,,
"Tuesday, March 31, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, March 31, 2026",Toe touches (heels elevated),2,8,,
"Monday, March 23, 2026",Toe touches (heels elevated),1,12,,
"Monday, March 23, 2026",Toe touches (heels elevated),2,12,,
"Thursday, March 19, 2026",Toe touches (heels elevated),1,8,,
"Thursday, March 19, 2026",Toe touches (heels elevated),2,8,,
"Thursday, March 19, 2026",Toe touches (heels elevated),3,8,,
"Thursday, March 19, 2026",Toe touches (heels elevated),4,8,,
"Tuesday, March 17, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, March 17, 2026",Toe touches (heels elevated),2,8,,
"Monday, March 16, 2026",Toe touches (heels elevated),1,12,,
"Monday, March 16, 2026",Toe touches (heels elevated),2,12,,
"Thursday, March 12, 2026",Toe touches (heels elevated),1,8,,
"Thursday, March 12, 2026",Toe touches (heels elevated),2,8,,
"Thursday, March 12, 2026",Toe touches (heels elevated),3,8,,
"Thursday, March 12, 2026",Toe touches (heels elevated),4,8,,
"Tuesday, March 10, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, March 10, 2026",Toe touches (heels elevated),2,8,,
"Monday, March 9, 2026",Toe touches (heels elevated),1,12,,
"Monday, March 9, 2026",Toe touches (heels elevated),2,12,,
"Thursday, March 5, 2026",Toe touches (heels elevated),1,8,,
"Thursday, March 5, 2026",Toe touches (heels elevated),2,8,,
"Thursday, March 5, 2026",Toe touches (heels elevated),3,8,,
"Thursday, March 5, 2026",Toe touches (heels elevated),4,8,,
"Tuesday, March 3, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, March 3, 2026",Toe touches (heels elevated),2,8,,
"Monday, March 2, 2026",Toe touches (heels elevated),1,12,,
"Monday, March 2, 2026",Toe touches (heels elevated),2,12,,
"Thursday, February 26, 2026",Toe touches (heels elevated),1,8,,
"Thursday, February 26, 2026",Toe touches (heels elevated),2,8,,
"Thursday, February 26, 2026",Toe touches (heels elevated),3,8,,
"Thursday, February 26, 2026",Toe touches (heels elevated),4,8,,
"Tuesday, February 24, 2026",Toe touches (heels elevated),1,8,,
"Tuesday, February 24, 2026",Toe touches (heels elevated),2,8,,
"Thursday, April 23, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, April 23, 2026",Wide Grip Pulldowns,2,10,80,
"Thursday, April 23, 2026",Wide Grip Pulldowns,3,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,2,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,3,10,80,
"Friday, April 10, 2026",Wide Grip Pulldowns,1,10,106,
"Friday, April 10, 2026",Wide Grip Pulldowns,2,10,106,
"Friday, April 10, 2026",Wide Grip Pulldowns,3,10,106,
"Friday, April 3, 2026",Wide Grip Pulldowns,1,10,104,
"Friday, April 3, 2026",Wide Grip Pulldowns,2,10,105,
"Friday, April 3, 2026",Wide Grip Pulldowns,3,10,105,
"Friday, March 20, 2026",Wide Grip Pulldowns,1,10,104,
"Friday, March 20, 2026",Wide Grip Pulldowns,2,10,104,
"Friday, March 20, 2026",Wide Grip Pulldowns,3,10,104,
"Friday, March 13, 2026",Wide Grip Pulldowns,1,10,103,
"Friday, March 13, 2026",Wide Grip Pulldowns,2,10,103,
"Friday, March 13, 2026",Wide Grip Pulldowns,3,10,103,
"Friday, February 27, 2026",Wide Grip Pulldowns,1,10,101,
"Friday, February 27, 2026",Wide Grip Pulldowns,2,10,101,
"Friday, February 27, 2026",Wide Grip Pulldowns,3,10,101,
"Friday, February 20, 2026",Wide Grip Pulldowns,1,10,100,
"Friday, February 20, 2026",Wide Grip Pulldowns,2,10,100,
"Friday, February 20, 2026",Wide Grip Pulldowns,3,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,1,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,2,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,3,10,100,
"Thursday, February 12, 2026",Wide Grip Pulldowns,1,10,96,
"Thursday, February 12, 2026",Wide Grip Pulldowns,2,10,97,
"Thursday, February 12, 2026",Wide Grip Pulldowns,3,10,98,
"Thursday, February 5, 2026",Wide Grip Pulldowns,1,10,94,
"Thursday, February 5, 2026",Wide Grip Pulldowns,2,10,95,
"Thursday, February 5, 2026",Wide Grip Pulldowns,3,10,96,
"Thursday, January 29, 2026",Wide Grip Pulldowns,1,10,94,
"Thursday, January 29, 2026",Wide Grip Pulldowns,2,10,94,
"Thursday, January 29, 2026",Wide Grip Pulldowns,3,10,94,
"Thursday, January 22, 2026",Wide Grip Pulldowns,1,10,92,
"Thursday, January 22, 2026",Wide Grip Pulldowns,2,10,93,
"Thursday, January 22, 2026",Wide Grip Pulldowns,3,10,94,
"Thursday, January 15, 2026",Wide Grip Pulldowns,1,10,91,
"Thursday, January 15, 2026",Wide Grip Pulldowns,2,10,91,
"Thursday, January 15, 2026",Wide Grip Pulldowns,3,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,1,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,2,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,3,10,92,
"Thursday, January 1, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, January 1, 2026",Wide Grip Pulldowns,2,10,85,
"Thursday, January 1, 2026",Wide Grip Pulldowns,3,10,90,
"Thursday, December 25, 2025",Wide Grip Pulldowns,1,6,,
"Thursday, December 25, 2025",Wide Grip Pulldowns,2,6,,
"Thursday, December 25, 2025",Wide Grip Pulldowns,3,6,,
"Thursday, December 18, 2025",Wide Grip Pulldowns,1,10,88,
"Thursday, December 18, 2025",Wide Grip Pulldowns,2,10,89,
"Thursday, December 18, 2025",Wide Grip Pulldowns,3,10,90,
"Thursday, December 11, 2025",Wide Grip Pulldowns,1,10,91,
"Thursday, December 11, 2025",Wide Grip Pulldowns,2,10,87,
"Thursday, December 11, 2025",Wide Grip Pulldowns,3,10,88,
"Thursday, December 11, 2025",Wide Grip Pulldowns,4,10,89,
"Thursday, December 11, 2025",Wide Grip Pulldowns,5,10,90,
"Thursday, December 4, 2025",Wide Grip Pulldowns,1,10,85,
"Thursday, December 4, 2025",Wide Grip Pulldowns,2,10,86,
"Thursday, December 4, 2025",Wide Grip Pulldowns,3,10,87,
"Thursday, November 27, 2025",Wide Grip Pulldowns,1,12,87,
"Thursday, November 27, 2025",Wide Grip Pulldowns,2,12,85,
"Thursday, November 27, 2025",Wide Grip Pulldowns,3,12,85,
"Thursday, November 20, 2025",Wide Grip Pulldowns,1,12,84,
"Thursday, November 20, 2025",Wide Grip Pulldowns,2,12,86,
"Thursday, November 20, 2025",Wide Grip Pulldowns,3,12,86,
"Thursday, November 13, 2025",Wide Grip Pulldowns,1,12,78,
"Thursday, November 13, 2025",Wide Grip Pulldowns,2,12,80,
"Thursday, November 13, 2025",Wide Grip Pulldowns,3,12,82,
"Thursday, November 6, 2025",Wide Grip Pulldowns,1,12,50,
"Thursday, November 6, 2025",Wide Grip Pulldowns,2,12,50,
"Thursday, November 6, 2025",Wide Grip Pulldowns,3,12,50,
"Thursday, October 30, 2025",Wide Grip Pulldowns,1,15,78,
"Thursday, October 30, 2025",Wide Grip Pulldowns,2,15,80,
"Thursday, October 30, 2025",Wide Grip Pulldowns,3,15,82,
"Thursday, October 23, 2025",Wide Grip Pulldowns,1,15,76,
"Thursday, October 23, 2025",Wide Grip Pulldowns,2,15,78,
"Thursday, October 23, 2025",Wide Grip Pulldowns,3,15,78,
"Thursday, October 16, 2025",Wide Grip Pulldowns,1,15,72,
"Thursday, October 16, 2025",Wide Grip Pulldowns,2,15,74,
"Thursday, October 16, 2025",Wide Grip Pulldowns,3,15,76,
"Thursday, October 9, 2025",Wide Grip Pulldowns,1,15,72,
"Thursday, October 9, 2025",Wide Grip Pulldowns,2,15,72,
"Thursday, October 9, 2025",Wide Grip Pulldowns,3,15,72,
"Thursday, April 23, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, April 23, 2026",Wide Grip Pulldowns,2,10,80,
"Thursday, April 23, 2026",Wide Grip Pulldowns,3,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,2,10,80,
"Thursday, April 16, 2026",Wide Grip Pulldowns,3,10,80,
"Friday, April 10, 2026",Wide Grip Pulldowns,1,10,106,
"Friday, April 10, 2026",Wide Grip Pulldowns,2,10,106,
"Friday, April 10, 2026",Wide Grip Pulldowns,3,10,106,
"Friday, April 3, 2026",Wide Grip Pulldowns,1,10,104,
"Friday, April 3, 2026",Wide Grip Pulldowns,2,10,105,
"Friday, April 3, 2026",Wide Grip Pulldowns,3,10,105,
"Friday, March 20, 2026",Wide Grip Pulldowns,1,10,104,
"Friday, March 20, 2026",Wide Grip Pulldowns,2,10,104,
"Friday, March 20, 2026",Wide Grip Pulldowns,3,10,104,
"Friday, March 13, 2026",Wide Grip Pulldowns,1,10,103,
"Friday, March 13, 2026",Wide Grip Pulldowns,2,10,103,
"Friday, March 13, 2026",Wide Grip Pulldowns,3,10,103,
"Friday, February 27, 2026",Wide Grip Pulldowns,1,10,101,
"Friday, February 27, 2026",Wide Grip Pulldowns,2,10,101,
"Friday, February 27, 2026",Wide Grip Pulldowns,3,10,101,
"Friday, February 20, 2026",Wide Grip Pulldowns,1,10,100,
"Friday, February 20, 2026",Wide Grip Pulldowns,2,10,100,
"Friday, February 20, 2026",Wide Grip Pulldowns,3,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,1,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,2,10,100,
"Monday, February 16, 2026",Wide Grip Pulldowns,3,10,100,
"Thursday, February 12, 2026",Wide Grip Pulldowns,1,10,96,
"Thursday, February 12, 2026",Wide Grip Pulldowns,2,10,97,
"Thursday, February 12, 2026",Wide Grip Pulldowns,3,10,98,
"Thursday, February 5, 2026",Wide Grip Pulldowns,1,10,94,
"Thursday, February 5, 2026",Wide Grip Pulldowns,2,10,95,
"Thursday, February 5, 2026",Wide Grip Pulldowns,3,10,96,
"Thursday, January 29, 2026",Wide Grip Pulldowns,1,10,94,
"Thursday, January 29, 2026",Wide Grip Pulldowns,2,10,94,
"Thursday, January 29, 2026",Wide Grip Pulldowns,3,10,94,
"Thursday, January 22, 2026",Wide Grip Pulldowns,1,10,92,
"Thursday, January 22, 2026",Wide Grip Pulldowns,2,10,93,
"Thursday, January 22, 2026",Wide Grip Pulldowns,3,10,94,
"Thursday, January 15, 2026",Wide Grip Pulldowns,1,10,91,
"Thursday, January 15, 2026",Wide Grip Pulldowns,2,10,91,
"Thursday, January 15, 2026",Wide Grip Pulldowns,3,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,1,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,2,10,92,
"Thursday, January 8, 2026",Wide Grip Pulldowns,3,10,92,
"Thursday, January 1, 2026",Wide Grip Pulldowns,1,10,80,
"Thursday, January 1, 2026",Wide Grip Pulldowns,2,10,85,
"Thursday, January 1, 2026",Wide Grip Pulldowns,3,10,90,
"Thursday, December 25, 2025",Wide Grip Pulldowns,1,6,,
"Thursday, December 25, 2025",Wide Grip Pulldowns,2,6,,
"Thursday, December 25, 2025",Wide Grip Pulldowns,3,6,,
"Thursday, December 18, 2025",Wide Grip Pulldowns,1,10,88,
"Thursday, December 18, 2025",Wide Grip Pulldowns,2,10,89,
"Thursday, December 18, 2025",Wide Grip Pulldowns,3,10,90,
"Thursday, December 11, 2025",Wide Grip Pulldowns,1,10,91,
"Thursday, December 11, 2025",Wide Grip Pulldowns,2,10,87,
"Thursday, December 11, 2025",Wide Grip Pulldowns,3,10,88,
"Thursday, December 11, 2025",Wide Grip Pulldowns,4,10,89,
"Thursday, December 11, 2025",Wide Grip Pulldowns,5,10,90,
"Thursday, December 4, 2025",Wide Grip Pulldowns,1,10,85,
"Thursday, December 4, 2025",Wide Grip Pulldowns,2,10,86,
"Thursday, December 4, 2025",Wide Grip Pulldowns,3,10,87,
"Thursday, November 27, 2025",Wide Grip Pulldowns,1,12,87,
"Thursday, November 27, 2025",Wide Grip Pulldowns,2,12,85,
"Thursday, November 27, 2025",Wide Grip Pulldowns,3,12,85,
"Thursday, November 20, 2025",Wide Grip Pulldowns,1,12,84,
"Thursday, November 20, 2025",Wide Grip Pulldowns,2,12,86,
"Thursday, November 20, 2025",Wide Grip Pulldowns,3,12,86,
"Thursday, November 13, 2025",Wide Grip Pulldowns,1,12,78,
"Thursday, November 13, 2025",Wide Grip Pulldowns,2,12,80,
"Thursday, November 13, 2025",Wide Grip Pulldowns,3,12,82,
"Thursday, November 6, 2025",Wide Grip Pulldowns,1,12,50,
"Thursday, November 6, 2025",Wide Grip Pulldowns,2,12,50,
"Thursday, November 6, 2025",Wide Grip Pulldowns,3,12,50,
"Thursday, October 30, 2025",Wide Grip Pulldowns,1,15,78,
"Thursday, October 30, 2025",Wide Grip Pulldowns,2,15,80,
"Thursday, October 30, 2025",Wide Grip Pulldowns,3,15,82,
"Thursday, October 23, 2025",Wide Grip Pulldowns,1,15,76,
"Thursday, October 23, 2025",Wide Grip Pulldowns,2,15,78,
"Thursday, October 23, 2025",Wide Grip Pulldowns,3,15,78,
"Thursday, October 16, 2025",Wide Grip Pulldowns,1,15,72,
"Thursday, October 16, 2025",Wide Grip Pulldowns,2,15,74,
"Thursday, October 16, 2025",Wide Grip Pulldowns,3,15,76,
"Thursday, October 9, 2025",Wide Grip Pulldowns,1,15,72,
"Thursday, October 9, 2025",Wide Grip Pulldowns,2,15,72,
"Thursday, October 9, 2025",Wide Grip Pulldowns,3,15,72,
"Friday, April 24, 2026",Toe touches (heels elevated),1,12,0,
"Friday, April 24, 2026",Toe touches (heels elevated),2,12,0,
"Friday, April 24, 2026",Goblet Squats (squat),1,10,52,
"Friday, April 24, 2026",Goblet Squats (squat),2,10,52,
"Friday, April 24, 2026",Standing Lateral Raises,1,15,10,
"Friday, April 24, 2026",Standing Lateral Raises,2,15,10,
"Friday, April 24, 2026",Standing Lateral Raises,3,15,10,
"Friday, April 24, 2026",Standing OH Press,1,8,61,
"Friday, April 24, 2026",Standing OH Press,2,8,61,
"Friday, April 24, 2026",Standing OH Press,3,12,54,
"Friday, April 24, 2026",Seated Single Arm Row,1,12,52,
"Friday, April 24, 2026",Seated Single Arm Row,2,12,52,
"Friday, April 24, 2026",Seated Single Arm Row,3,12,53,
"Friday, April 24, 2026",Incline Chest Supported DB ROW - Pronated Grip,1,12,64,
"Friday, April 24, 2026",Incline Chest Supported DB ROW - Pronated Grip,2,12,64,
"Friday, April 24, 2026",Incline Chest Supported DB ROW - Pronated Grip,3,12,64,
"Friday, April 24, 2026",Reverse Grip Pulldowns,1,15,85,
"Friday, April 24, 2026",Reverse Grip Pulldowns,2,15,85,
"Friday, April 24, 2026",Reverse Grip Pulldowns,3,15,85,
"Friday, April 24, 2026",DB Skull Crushers,1,15,44,
"Friday, April 24, 2026",DB Skull Crushers,2,15,46,
"Friday, April 24, 2026",DB Skull Crushers,3,15,46,
"Friday, April 24, 2026",Sit ups - Deep exhale at top,1,15,22,
"Friday, April 24, 2026",Sit ups - Deep exhale at top,2,15,22,
"Friday, April 24, 2026",Sit ups - Deep exhale at top,3,15,22,